name,id
Acidianus ambivalens,2283
Acidianus ambivalens (Zillig and Bock 1987) Fuchs et al. 1996,2283
CIP 104912,2283
Desulfurolobus ambivalens,2283
Desulfurolobus ambivalens Zillig and Bock 1987,2283
DSM 3772,2283
JCM 9191,2283
strain Lei 10,2283
Sulfolobus ambivalens,2283
Acidianus brierleyi,41673
Acidianus brierleyi (Zillig et al. 1980) Segerer et al. 1986,41673
DSM 1651,41673
IFO 15269,41673
JCM 8954,41673
NBRC 15269,41673
Sulfolobus brierleyi,41673
Sulfolobus brierleyi Zillig et al. 1980,41673
Acidianus infernus,12915
Acidianus infernus Segerer et al. 1986,12915
DSM 3191,12915
IFO 15270,12915
JCM 8955,12915
NBRC 15270,12915
strain So4a,12915
Acidianus tengchongenses,146920
Acidianus sp. S5,146920
"""Acidianus tengchongenses"" He et al. 2001",146920
"""Acidianus tengchongensis"" He et al. 2004",146920
Acidianus tengchongensis,146920
strain S5,146920
"""Sulfosphaerellus thermoacidophilum"" in He et al. 2001",146920
Sulfosphaerellus thermoacidophilum,146920
Aeropyrum pernix,56636
Aeropyrum pernix Sako et al. 1996,56636
ATCC 700893,56636
DSM 11879,56636
JCM 9820,56636
NBRC 100138,56636
strain K1,56636
Aeropyrum pernix K1,272557
Aeropyrum pernix strain K1,272557
Aeropyrum pernix str. K1,272557
Archaeoglobus fulgidus,2234
Archaeoglobus fulgidus Stetter 1988,2234
ATCC 49558,2234
DSM 4304,2234
JCM 9628,2234
NBRC 100126,2234
strain VC-16,2234
Archaeoglobus fulgidus DSM 8774,1344584
Archaeoglobus fulgidus DSM 4304,224325
Archaeoglobus fulgidus strain DSM 4304,224325
Archaeoglobus fulgidus str. DSM 4304,224325
Archaeoglobus fulgidus VC-16,224325
Archaeoglobus profundus,84156
Archaeoglobus profundus Burggraf et al. 1990,84156
DSM 5631,84156
JCM 9629,84156
NBRC 100127,84156
strain AV18,84156
Archaeoglobus profundus DSM 5631,572546
Archaeoglobus profundus strain DSM 5631,572546
Archaeoglobus profundus str. DSM 5631,572546
Caldococcus noboribetus,57174
"""Caldococcus noboribetus"" Aoshima et al. 1996",57174
hyperthermophilic archaebacterium NC12,57174
Candidatus Methanoregula boonei 6A8,456442
methanogenic archaeon 6A8,456442
Methanoregula boonei 6A8,456442
Methanoregula boonei str. 6A8,456442
Methanoregula boonei strain 6A8,456442
Cenarchaeum symbiosum,46770
Candidatus Cenarchaeum symbiosum,46770
"""Cenarchaeum symbiosum"" DeLong and Preston 1996",46770
Cenarchaeum symbiosum B,414005
Desulfurococcus amylolyticus,94694
culture-collection:VKM:B:2413 [[Desulfurococcus kamchatkensis]],94694
culture-collection:VKM:V:2316 [[Desulfurococcus fermentans]],94694
Desulfurococcus amylolyticus Bonch-Osmolovskaya et al. 2001 emend. Perevalova et al. 2016,94694
Desulfurococcus fermentans Perevalova et al. 2005,94694
Desulfurococcus fermentans,94694
Desulfurococcus kamchatkensis Kublanov et al. 2009,94694
Desulfurococcus kamchatkensis,94694
DSM 16532 [[Desulfurococcus fermentans]],94694
DSM 18924 [[Desulfurococcus kamchatkensis]],94694
DSM 3822,94694
JCM 13383 [[Desulfurococcus fermentans]],94694
JCM 16383 [[Desulfurococcus kamchatkensis]],94694
JCM 9188,94694
strain 1221n [[Desulfurococcus kamchatkensis]],94694
strain Z-1312 [[Desulfurococcus fermentans]],94694
strain Z-533,94694
VKM B-2413 [[Desulfurococcus kamchatkensis]],94694
VKM V-2316 [[Desulfurococcus fermentans]],94694
Desulfurococcus amylolyticus JCM 9188,1150674
Desulfurococcus amylolyticus strain Z-533,1150674
Desulfurococcus amylolyticus str. Z-533,1150674
Desulfurococcus amylolyticus Z-533,1150674
Desulfurococcus mucosus,2275
ATCC 35582 [[Desulfurococcus mobilis]],2275
ATCC 35584,2275
Desulfurococcus mobilis,2275
Desulfurococcus mobilis Zillig and Stetter 1983,2275
Desulfurococcus mucosus Zillig and Stetter 1983 emend. Perevalova et al. 2016,2275
DSM 2161 [[Desulfurococcus mobilis]],2275
DSM 2162,2275
JCM 9186 [[Desulfurococcus mobilis]],2275
JCM 9187,2275
Desulfurococcus mucosus DSM 2162,765177
Desulfurococcus mucosus JCM 9187,765177
Desulfurococcus mucosus strain DSM 2162,765177
Desulfurococcus mucosus str. DSM 2162,765177
Desulfurococcus sp. SY,59822
Desulfurococcus sp. (strain SY),59822
Ferroplasma acidiphilum,74969
DSM 12658,74969
Ferromonas metallovorans,74969
Ferroplasma acidiphilum Golyshina et al. 2000,74969
JCM 10970,74969
Haloarcula aidinensis,56545
AS 1.2042,56545
"""Haloarcula aidinensis"" Zhou et al. 1994",56545
strain A5,56545
Haloarcula argentinensis,43776
ATCC 700875,43776
CIP 105173,43776
DSM 12282,43776
Haloarcula argentinensis Ihara et al. 1997,43776
JCM 9737,43776
strain arg-1,43776
Haloarcula argentinensis arg-1,1230451
Haloarcula argentinensis DSM 12282,1230451
Haloarcula argentinensis JCM 9737,1230451
Haloarcula argentinos (Haloarcula strain ARG-1),1230451
Haloarcula strain ARG-1,1230451
Haloarcula californiae,244363
ATCC 33799,244363
"""Haloarcula californiae"" Torreblanca et al. 1985",244363
strain BJGN-2,244363
Haloarcula californiae ATCC 33799,662475
Haloarcula californiae strain ATCC 33799,662475
Haloarcula californiae str. ATCC 33799,662475
Haloarcula hispanica,51589
ATCC 33960,51589
CGMCC 1.2049,51589
culture-collection:VKM:B:1755,51589
DSM 4426,51589
Haloarcula hispanica Juez et al. 1986,51589
JCM 8911,51589
NBRC 102182,51589
VKM B-1755,51589
Haloarcula hispanica N601,1417673
Haloarcula japonica,29282
ATCC 49778,29282
culture-collection:VKM:B:2009,29282
DSM 6131,29282
Haloarcula japonica Takashina et al. 1991,29282
JCM 7785,29282
NBRC 101032,29282
strain TR-1,29282
VKM B-2009,29282
Haloarcula japonica DSM 6131,1227453
Haloarcula marismortui,2238
ATCC 43049,2238
CGMCC 1.1784,2238
culture-collection:VKM:B:1809,2238
DSM 3752,2238
Flavobacterium (Halobacterium) maris-mortui,2238
Haloarcula marismortui (ex Elazari-Volcani 1940) Oren et al. 1990,2238
"""Halobacterium marismortui"" Elazari-Volcani 1957",2238
Halobacterium marismortui,2238
JCM 8966,2238
VKM B-1809,2238
Haloarcula marismortui ATCC 43049,272569
Haloarcula marismortui strain ATCC 43049,272569
Haloarcula marismortui str. ATCC 43049,272569
Haloarcula quadrata,182779
ATCC 700850,182779
DSM 11927,182779
Haloarcula quadrata Oren et al. 1999,182779
JCM 11048,182779
strain 801030/1,182779
Haloarcula sinaiiensis,35742
ATCC 33800,35742
"""Haloarcula sinaiiensis"" Javor et al. 1982",35742
strain BJSG-2,35742
Haloarcula sinaiiensis ATCC 33800,662476
Haloarcula sinaiiensis JCM 8862,662476
Haloarcula sinaiiensis strain ATCC 33800,662476
Haloarcula sinaiiensis str. ATCC 33800,662476
Haloarcula sp. ATCC 33800,662476
Haloarcula sp. AS7094,262078
Haloarcula sp. D1,242927
Haloarcula vallismortis,28442
ATCC 29715,28442
CGMCC 1.2048,28442
culture-collection:VKM:B:1791,28442
DSM 3756,28442
Haloarcula vallismortis (Gonzlez et al. 1979) Torreblanca et al. 1986,28442
Halobacterium vallismortis Gonzlez et al. 1979 (Approved Lists 1980),28442
Halobacterium vallismortis,28442
IFO 14741,28442
JCM 8877,28442
NBRC 14741,28442
strain J. F. 54,28442
VKM B-1791,28442
Haloarcula vallismortis ATCC 29715,662477
Haloarcula vallismortis strain ATCC 29715,662477
Haloarcula vallismortis str. ATCC 29715,662477
Halobacterium salinarum,33005
Halobacterium halobium (strain Shark),33005
Halobacterium salinarum (strain Shark),33005
Halobacterium sp. AS7092,245739
Halobacterium sp. NRC-1,64091
Halobacterium halobium NRC-1,64091
Halobacterium salinarum NRC-1,64091
Halobacterium salinarum strain NRC-1,64091
Halobacterium salinarum str. NRC-1,64091
Halobacterium sp. ATCC 700922,64091
Halobacterium sp. JCM 11081,64091
Halobacterium sp. (strain NRC-1 / ATCC 700922 / JCM 11081),64091
Halobacterium sp. (strain NRC-1),64091
Halobiforma lacisalsi,229731
CGMCC 1.3738,229731
Halobiforma lacisalsi Xu et al. 2005,229731
Halobiforma salilacus,229731
Halobiforma xinjiangense,229731
JCM 12983,229731
Natronococcus altunensis,229731
strain AJ5,229731
Halobiforma lacisalsi AJ5,358396
Halobiforma lacisalsi strain AJ5,358396
Halobiforma lacisalsi str. AJ5,358396
Haloferax denitrificans,35745
ATCC 35960,35745
culture-collection:VKM:B:1754,35745
DSM 4425,35745
Halobacterium denitrificans,35745
Halobacterium denitrificans Tomlinson et al. 1986,35745
Haloferax denitrificans (Tomlinson et al. 1986) Tindall et al. 1989,35745
JCM 8864,35745
VKM B-1754,35745
Haloferax denitrificans ATCC 35960,662478
Haloferax denitrificans DSM 4425,662478
Haloferax denitrificans JCM 8864,662478
Haloferax denitrificans strain ATCC 35960,662478
Haloferax denitrificans str. ATCC 35960,662478
Haloferax lucentense,2254
CCM 7023,2254
CECT 5871,2254
CIP 107410,2254
DSM 14919,2254
"""Haloferax alicantei"" Holmes et al. 1997",2254
Haloferax alicantei,2254
Haloferax lucentense corrig. Gutierrez et al. 2004,2254
"""Haloferax lucentensis"" Gutierrez et al. 2002",2254
Haloferax lucentensis,2254
Haloferax phenon K,2254
JCM 9276,2254
NCIMB 13854,2254
strain Aa 2.2,2254
Haloferax lucentense Aa 2.2,1230452
Haloferax lucentense DSM 14919,1230452
Haloferax sp. AA-2.2,1230452
Haloferax sp. JCM 9276,1230452
Haloferax sp. (strain AA 2.2),1230452
Haloferax mediterranei,2252
ATCC 33500,2252
CCM 3361,2252
CGMCC 1.2087,2252
CGMCC 1.2143,2252
CGMCC 1.2630,2252
culture-collection:VKM:B:1748,2252
DSM 1411,2252
Halobacterium mediterranei Rodriguez-Valera et al. 1983,2252
Halobacterium mediterranei,2252
Haloferax mediterranei (Rodriguez-Valera et al. 1983) Torreblanca et al. 1987,2252
IFO 14739,2252
JCM 8866,2252
NBRC 14739,2252
strain R-4,2252
VKM B-1748,2252
Haloferax mediterranei ATCC 33500,523841
Haloferax mediterranei CGMCC 1.2087,523841
Haloferax mediterranei DSM 1411,523841
Haloferax mediterranei JCM 8866,523841
Haloferax mediterranei R-4,523841
Haloferax mediterranei strain ATCC 33500,523841
Haloferax mediterranei str. ATCC 33500,523841
Haloferax mediterranei VKM B-1748,523841
Haloferax sp. D1227,78509
Haloferax volcanii,2246
ATCC 29605,2246
culture-collection:VKM:B:1768,2246
DSM 3757,2246
Halobacterium volcanii Mullakhanbhai and Larsen 1975 (Approved Lists 1980),2246
Halobacterium volcanii Mullakhanbhai and Larson (sic) 1975,2246
Halobacterium volcanii,2246
Haloferax sp. BRTH2,2246
Haloferax volcanii (Mullakhanbhai and Larsen 1975) Torreblanca et al. 1986,2246
IFO 14742,2246
JCM 8879,2246
NBRC 14742,2246
NCCB 85050,2246
NCIMB 2012,2246
strain DS2,2246
VKM B-1768,2246
Haloferax volcanii ATCC 29605,309800
Haloferax volcanii DS2,309800
Haloferax volcanii DSM 3757,309800
Haloferax volcanii strain DS2,309800
Haloferax volcanii str. DS2,309800
Haloquadratum walsbyi DSM 16790,362976
Haloquadratum walsbyi strain DSM 16790,362976
Haloquadratum walsbyi str. DSM 16790,362976
Halorubrum saccharovorum,2248
ATCC 29252,2248
CIP 105329,2248
culture-collection:VKM:B:1747,2248
DSM 1137,2248
Halobacterium saccharovorum,2248
Halobacterium saccharovorum Tomlinson and Hochstein 1977 (Approved Lists 1980),2248
Halorubrobacterium saccharovorum,2248
Halorubrobacterium saccharovorum (Tomlinson and Hochstein 1977) Kamekura and Dyall-Smith 1996,2248
Halorubrum saccharovorum (Tomlinson and Hochstein 1977) McGenity and Grant 1996,2248
IFO 14717,2248
JCM 8865,2248
NBRC 14717,2248
NCIMB 2081,2248
VKM B-1747,2248
Halorubrum saccharovorum DSM 1137,1227484
Halorubrum sodomense,35743
ATCC 33755,35743
CIP 105330,35743
culture-collection:VKM:B:1771,35743
DSM 3755,35743
Halobacterium sodomense Oren 1983,35743
Halobacterium sodomense,35743
Halobacterium sodomitanum,35743
Halobacterium sodomiticum,35743
Halorubrobacterium sodomense (Oren 1983) Kamekura and Dyall-Smith 1996,35743
Halorubrobacterium sodomense,35743
Halorubrum sodomense (Oren 1983) McGenity and Grant 1996,35743
IFO 14740,35743
JCM 8880,35743
NBRC 14740,35743
NCIMB 2197,35743
strain RD-26,35743
VKM B-1771,35743
Halorubrum sp. E4,321886
Halorubrum xinjiangense,261291
AS 1.3527,261291
Halorubrum xinjiangense Feng et al. 2004,261291
JCM 12388,261291
strain BD-1,261291
Haloterrigena sp. arg-4,160432
Halobacterium sp. arg-4,160432
Halobacterium sp. (strain arg-4),160432
Haloterrigena thermotolerans,121872
ATCC 700275,121872
DSM 11552,121872
Haloterrigena thermotolerans Montalvo-Rodrguez et al. 2000,121872
JCM 11050,121872
Natrinema thermotolerans,121872
NBRC 102635,121872
strain PR5,121872
Haloterrigena thermotolerans DSM 11552,1227489
Hyperthermus butylicus DSM 5456,415426
Hyperthermus butylicus strain DSM 5456,415426
Hyperthermus butylicus str. DSM 5456,415426
Metallosphaera hakonensis,79601
ATCC 51241,79601
DSM 7519,79601
IAM 14250,79601
JCM 8857,79601
Metallosphaera hakonensis (Takayanagi et al. 1996) Kurosawa et al. 2003,79601
strain HO1-1,79601
Sulfolobus hakonensis,79601
Sulfolobus hakonensis Takayanagi et al. 1996,79601
Metallosphaera hakonensis DSM 7519 = JCM 8857,1293036
Metallosphaera hakonensis DSM 7519,1293036
Metallosphaera hakonensis HO1-1,1293036
Metallosphaera hakonensis JCM 8857 = DSM 7519,1293036
Metallosphaera hakonensis JCM 8857,1293036
Metallosphaera sedula,43687
ATCC 51363,43687
DSM 5348,43687
IFO 15509,43687
JCM 9185,43687
Metallosphaera sedula Huber et al. 1989,43687
Metallosphaera sp. TA-2,43687
NBRC 15509,43687
strain TH2,43687
Sulfolobus sp. IFO 15160,43687
Metallosphaera sedula DSM 5348,399549
Metallosphaera sedula IFO 15509,399549
Metallosphaera sedula JCM 9185,399549
Metallosphaera sedula NBRC 15509,399549
Metallosphaera sedula strain DSM 5348,399549
Metallosphaera sedula str. DSM 5348,399549
Methanobrevibacter arboriphilus,39441
ATCC 33747,39441
DSM 1125,39441
JCM 13429,39441
Methanobacterium arbophilicum,39441
Methanobacterium arbophilicum Zeikus and Henning 1975 (Approved Lists 1980),39441
Methanobrevibacter arboriphilicus corrig. (Zeikus and Henning 1975) Balch and Wolfe 1981,39441
Methanobrevibacter arboriphilicus,39441
OCM 147,39441
strain DH-1,39441
strain DH1,39441
Methanobrevibacter arboriphilus ANOR1,1401244
Methanobrevibacter smithii,2173
ATCC 35061,2173
DSM 861,2173
Methanobrevibacter smithii Balch and Wolfe 1981,2173
OCM 144,2173
strain PS,2173
Methanobrevibacter smithii TS96C,911135
Methanobrevibacter smithii ATCC 35061,420247
Methanobrevibacter smithii DSM 861,420247
Methanobrevibacter smithii PS,420247
Methanobrevibacter smithii strain ATCC 35061,420247
Methanobrevibacter smithii str. ATCC 35061,420247
Methanocaldococcus jannaschii,2190
ATCC 43067,2190
CIP 104961,2190
DSM 2661,2190
JCM 10045,2190
Methanocaldococcus jannaschii (Jones et al. 1984) Whitman 2002,2190
Methanococcus jannaschii Jones et al. 1984,2190
Methanococcus jannaschii,2190
NBRC 100440,2190
OCM 168,2190
strain JAL-1,2190
Methanocaldococcus jannaschii DSM 2661,243232
Methanocaldococcus jannaschii str. DSM 2661,243232
Methanococcus jannaschii DSM 2661,243232
Methanococcoides burtonii,29291
DSM 6242,29291
Methanococcoides burtonii Franzmann et al. 1993,29291
OCM 468,29291
Methanococcoides burtonii DSM 6242,259564
Methanococcoides burtonii str. DSM 6242,259564
Methanococcoides methylutens,2226
ATCC 33938,2226
DSM 2657,2226
Methanococcoides methylutens Sowers and Ferry 1985,2226
OCM 158,2226
strain TMA-10,2226
Methanococcoides methylutens MM1,1434104
Methanococcus aeolicus Nankai-3,419665
Methanococcus aeolicus strain Nankai-3,419665
Methanococcus aeolicus str. Nankai-3,419665
Methanococcus maripaludis,39152
ATCC 35294 [[Methanococcus deltae Corder et al. 1988]],39152
ATCC 43000,39152
DSM 2067,39152
DSM 2771 [[Methanococcus deltae Corder et al. 1988]],39152
JCM 10722,39152
Methanococcus deltae Corder et al. 1988,39152
Methanococcus deltae,39152
Methanococcus maripaludis Jones et al. 1984,39152
NBRC 101831,39152
OCM 151 [[Methanococcus deltae Corder et al. 1988]],39152
OCM 175,39152
strain JJ,39152
strain RC [[Methanococcus deltae Corder et al. 1988]],39152
Methanococcus maripaludis strain X1,1053692
Methanococcus maripaludis str. X1,1053692
Methanococcus maripaludis X1,1053692
Methanococcus maripaludis C5,402880
Methanococcus maripaludis strain C5,402880
Methanococcus maripaludis str. C5,402880
Methanococcus maripaludis C7,426368
Methanococcus maripaludis strain C7,426368
Methanococcus maripaludis str. C7,426368
Methanococcus maripaludis S2,267377
Methanococcus maripaludis LL,267377
Methanococcus maripaludis strain S2,267377
Methanococcus maripaludis str. S2,267377
Methanococcus vannielii,2187
ATCC 35089,2187
DSM 1224,2187
JCM 13029,2187
Methanococcus vannielii Stadtman and Barker 1951,2187
OCM 148,2187
strain SB,2187
Methanococcus vannielii SB,406327
Methanococcus vannielii strain SB,406327
Methanococcus vannielii str. SB,406327
Methanococcus voltae,2188
ATCC 33273,2188
DSM 1537,2188
Methanococcus voltae Balch et al. 1981 emend. Ward et al. 1989,2188
Methanococcus voltaei,2188
NBRC 100457,2188
OCM 70,2188
OGC 70,2188
Methanococcus voltae ATCC 33273,523842
Methanococcus voltae DSM 1537,523842
Methanococcus voltae NBRC 100457,523842
Methanococcus voltae PS,523842
Methanococcus voltae strain PS,523842
Methanococcus voltae str. PS,523842
Methanocorpusculum labreanum Z,410358
Methanocorpusculum labreanum strain Z,410358
Methanocorpusculum labreanum str. Z,410358
Methanoculleus marisnigri JR1,368407
Methanoculleus marisnigri strain JR1,368407
Methanoculleus marisnigri str. JR1,368407
Methanohalophilus mahii,2176
ATCC 35705,2176
DSM 5219,2176
Methanihalophilus mahii,2176
Methanohalophilus mahii Paterek and Smith 1988,2176
OCM 68,2176
strain SLP,2176
Methanohalophilus mahii DSM 5219,547558
Methanohalophilus mahii strain DSM 5219,547558
Methanohalophilus mahii str. DSM 5219,547558
Methanohalophilus portucalensis,39664
DSM 7471,39664
Methanihalophilus portucalensis,39664
Methanohalophilus portucalensis Boone et al. 1993,39664
Methanophilus sp.,39664
OCM 59,39664
strain 59,39664
strain FDF-1,39664
Methanohalophilus portucalensis DSM 7471,523843
Methanohalophilus portucalensis FDF-1,523843
Methanohalophilus portucalensis strain FDF-1,523843
Methanohalophilus portucalensis str. FDF-1,523843
Methanolobus tindarius,2221
ATCC 35996,2221
DSM 2278,2221
Methanolobus tindarius Konig and Stetter 1983,2221
OCM 150,2221
strain T3,2221
strain Tindari 3,2221
Methanolobus tindarius DSM 2278,1090322
Methanolobus tindarius strain DSM 2278,1090322
Methanolobus tindarius str. DSM 2278,1090322
Methanopyrus kandleri,2320
DSM 6324,2320
JCM 9639,2320
Methanopyrus kandleri Kurr et al. 1992,2320
NBRC 100938,2320
strain AV19,2320
Methanopyrus kandleri AV19,190192
Methanopyrus kandleri str. AV19,190192
Methanosaeta thermophila PT,349307
Methanothrix thermoacetophila PT,349307
Methanothrix thermophila DSM 6194,349307
Methanothrix thermophila PT,349307
Methanosarcina acetivorans,2214
ATCC 35395,2214
DSM 2834,2214
JCM 12185,2214
Methanosarcina acetivorans Sowers et al. 1986,2214
NBRC 100939,2214
OCM 95,2214
strain C2A,2214
Methanosarcina acetivorans C2A,188937
Methanosarcina acetivorans str. C2A,188937
Methanosarcina barkeri,2208
ATCC 43569,2208
culture-collection:VKM:B:1635,2208
DSM 800,2208
JCM 10043,2208
"""Methanosarcina barkerii"" (sic) Schnellen 1947",2208
Methanosarcina barkerii,2208
Methanosarcina barkeri Schnellen 1947 (Approved Lists 1980) emend. Bryant and Boone 1987,2208
Methanosarcina barkeri Schnellen 1947 (Approved Lists 1980) emend. Maestrojun et al. 1992,2208
NBRC 100474,2208
OCM 38,2208
"""Sarcina barkeri"" Breed and Smit 1957",2208
Sarcina barkeri,2208
strain MS,2208
VKM B-1635,2208
Methanosarcina barkeri str. Wiesmoor,1434109
Methanosarcina barkeri str. Fusaro,269797
