name,id
Methanosarcina barkeri DSM 804,269797
Methanosarcina barkeri 'Fusaro',269797
Methanosarcina barkeri strain Fusaro,269797
Methanosarcina mazei,2209
ATCC 43340 [[Methanococcus frisius Blotevogel et al. 1986]],2209
culture-collection:VKM:B:1636,2209
DSM 2053,2209
DSM 3318 [[Methanococcus frisius Blotevogel et al. 1986]],2209
Methanococcus frisius Blotevogel et al. 1986,2209
Methanococcus frisius,2209
Methanococcus mazei,2209
Methanosarcina frisia (Blotevogel et al. 1986) Blotevogel and Fischer 1989,2209
Methanosarcina frisia,2209
Methanosarcina frisius,2209
Methanosarcina mazei (Barker 1936) Mah and Kuhn 1986,2209
Methanosarcina mazeii,2209
Methanosarcina sp. MT,2209
OCM 26,2209
strain C 16 [[Methanococcus frisius Blotevogel et al. 1986]],2209
strain C16 [[Methanococcus frisius Blotevogel et al. 1986]],2209
strain S-6,2209
VKM B-1636,2209
Methanosarcina mazei WWM610,1434117
Methanosarcina mazei Go1,192952
Methanosarcina mazei strain Go1,192952
Methanosarcina mazei str. Go1,192952
Methanosarcina thermophila,2210
DSM 1825,2210
Methanosarcina thermophila Zinder et al. 1985,2210
OCM 12,2210
strain TM-1,2210
Methanosarcina thermophila MST-A1,1434122
Methanosphaera stadtmanae DSM 3091,339860
Methanosphaera stadtmanae ATCC 43021,339860
Methanosphaera stadtmanae MCB-3,339860
Methanosphaera stadtmanae strain DSM 3091,339860
Methanosphaera stadtmanae str. DSM 3091,339860
Methanospirillum hungatei JF-1,323259
Methanospirillum hungatei DSM 864,323259
Methanospirillum hungatei NBRC 100397,323259
Methanospirillum hungatei strain JF-1,323259
Methanospirillum hungatei str. JF-1,323259
Methanothermobacter thermautotrophicus,145262
ATCC 29096,145262
DSM 1053,145262
JCM 10044,145262
Methanobacterium thermalcaliphilum corrig. Blotevogel et al. 1988,145262
Methanobacterium thermalcaliphilum,145262
Methanobacterium thermautotrophicum corrig. Zeikus and Wolfe 1972 (Approved Lists 1980) emend Touzel et al. 1992,145262
Methanobacterium thermautotrophicum,145262
Methanobacterium thermoalcaliphilum,145262
Methanobacterium thermoautotrophicum,145262
"""Methanobacterium thermoautotrophicus"" (sic) Zeikus and Wolfe 1972",145262
Methanobacterium thermoformicicum,145262
Methanobacterium thermoformicicum Zhilina and Ilarionov 1986,145262
Methanothermobacter thermautotrophicus (Zeikus and Wolfe 1972) Wasserfallen et al. 2000,145262
NBRC 100330,145262
OCM 143,145262
strain Delta H,145262
VKM B-1908,145262
Methanobacterium thermoautotrophicum str. Delta H,187420
Methanobacterium thermoautotrophicum str. deltaH,187420
Methanothermobacter thermautotrophicus str. deltaH,187420
Methanothermobacter thermautotrophicus str. Delta H,187420
Methanothermobacter wolfeii,145261
ATCC 43096,145261
culture-collection:VKM:B:1829,145261
DSM 2970,145261
JCM 14652,145261
Methanobacterium wolfeii,145261
Methanobacterium wolfei,145261
Methanobacterium wolfei Winter et al. 1985,145261
Methanothermobacter wolfeii corrig. (Winter et al. 1985) Wasserfallen et al. 2000,145261
Methanothermobacter wolfei,145261
NBRC 100332,145261
OCM 154,145261
VKM B-1829,145261
Methanothermococcus thermolithotrophicus,2186
ATCC 35097,2186
DSM 2095,2186
JCM 10549,2186
Methanococcus thermolithotrophicus Huber et al. 1984,2186
Methanococcus thermolithotrophicus,2186
Methanothermococcus thermolithotrophicus (Huber et al.) Whitman 2002,2186
OCM 138,2186
strain SN-1,2186
Methanothermococcus thermolithotrophicus ATCC 35097,523845
Methanothermococcus thermolithotrophicus DSM 2095,523845
Methanothermococcus thermolithotrophicus JCM 10549,523845
Methanothermococcus thermolithotrophicus SN-1,523845
Methanothermococcus thermolithotrophicus strain DSM 2095,523845
Methanothermococcus thermolithotrophicus str. DSM 2095,523845
Methanothermus fervidus,2180
ATCC 43054,2180
DSM 2088,2180
JCM 10308,2180
Methanothermus fervidus Stetter et al. 1982,2180
Methanothermus fervidus ATCC 43054,523846
Methanothermus fervidus DSM 2088,523846
Methanothermus fervidus strain DSM 2088,523846
Methanothermus fervidus str. DSM 2088,523846
Methanothermus fervidus V24S,523846
Methanotorris igneus,2189
DSM 5666,2189
JCM 11834,2189
Methanococcus igneus Burggraf et al. 1990,2189
Methanococcus igneus,2189
Methanotorris igneus (Burggraf et al. 1990) Whitman 2002,2189
strain Kol 5,2189
Methanotorris igneus DSM 5666,880724
Methanotorris igneus JCM 11834,880724
Methanotorris igneus Kol 5,880724
Methanotorris igneus strain Kol 5,880724
Methanotorris igneus str. Kol 5,880724
Nanoarchaeum equitans Kin4-M,228908
Microarchaeum sp. Kin4-M,228908
Nanoarchaeum equitans str. Kin4-M,228908
Natrialba asiatica,64602
ATCC 700177,64602
CIP 105332,64602
DSM 12278,64602
JCM 9576,64602
Natrialba asiatica Kamekura and Dyall-Smith 1996 emend. Hezayen et al. 2001,64602
NBRC 102637,64602
strain 172P1,64602
halophilic archaebacterium 172P1,29540
halophilic archaeon 172P1,29540
halophilic bacteria (strain 172P1),29540
halophilic bacteria strain 172P1,29540
halophilic bacterium (strain 172P1),29540
Natrialba asiatica 172P1,29540
Natrialba asiatica DSM 12278,29540
Natrialba magadii,13769
ATCC 43099,13769
CIP 104546,13769
DSM 3394,13769
JCM 8861,13769
Natrialba magadii (Tindall et al. 1984) Kamekura et al. 1997,13769
Natronobacterium magadii,13769
Natronobacterium magadii Tindall et al. 1984,13769
NBRC 102185,13769
NCIMB 2190,13769
NCMB 2190,13769
strain MS3,13769
Natrialba magadii ATCC 43099,547559
Natrialba magadii DSM 3394,547559
Natrialba magadii MS3,547559
Natrialba magadii NCIMB 2190,547559
Natrialba magadii strain ATCC 43099,547559
Natrialba magadii str. ATCC 43099,547559
Natrinema sp. CX2021,290611
Natrinema sp. J7,406552
Natrinema sp. J7-2,406552
Natronobacterium sp. AS-7091,198929
Natronococcus amylolyticus,44470
ATCC 51971,44470
CIP 105333,44470
DSM 10524,44470
JCM 9655,44470
Natronococcus amylolyticus Kanai et al. 1995,44470
strain Ah-36,44470
Natronococcus amylolyticus DSM 10524,1227497
Natronomonas pharaonis DSM 2160,348780
Natronomonas pharaonis ATCC 35678,348780
Natronomonas pharaonis Gabara,348780
Natronomonas pharaonis JCM 8858,348780
Natronomonas pharaonis strain DSM 2160,348780
Natronomonas pharaonis str. DSM 2160,348780
Palaeococcus ferrophilus,83868
ATCC BAA-128,83868
culture-collection:ATCC:BAA:128,83868
DSM 13482,83868
JCM 10417,83868
Palaeococcus ferrophilus Takai et al. 2000,83868
strain DMJ,83868
Palaeococcus ferrophilus DMJ,588319
Palaeococcus ferrophilus DSM 13482,588319
Palaeococcus ferrophilus strain DSM 13482,588319
Palaeococcus ferrophilus str. DSM 13482,588319
Picrophilus torridus DSM 9790,263820
Picrophilus torridus DSM9790,263820
Picrophilus torridus strain DSM 9790,263820
Picrophilus torridus str. DSM 9790,263820
Pyrobaculum aerophilum,13773
ATCC 51768,13773
CIP 104966,13773
DSM 7523,13773
JCM 9630,13773
NBRC 100827,13773
Pyrobaculum aerophilum Volkl et al. 1996,13773
strain IM2,13773
Pyrobaculum aerophilum IM2,178306
Pyrobaculum aerophilum strain IM2,178306
Pyrobaculum aerophilum str. IM2,178306
Pyrobaculum arsenaticum DSM 13514,340102
Pyrobaculum arsenaticum strain DSM 13514,340102
Pyrobaculum arsenaticum str. DSM 13514,340102
Pyrobaculum calidifontis JCM 11548,410359
Pyrobaculum calidifontis strain JCM 11548,410359
Pyrobaculum calidifontis str. JCM 11548,410359
Pyrobaculum calidifontis VA1,410359
Pyrobaculum islandicum,2277
DSM 4184,2277
JCM 9189,2277
Pyrobaculum islandicum Huber et al. 1988,2277
strain GEO3,2277
Pyrobaculum islandicum DSM 4184,384616
Pyrobaculum islandicum strain DSM 4184,384616
Pyrobaculum islandicum str. DSM 4184,384616
Pyrobaculum oguniense,99007
DSM 13380,99007
JCM 10595,99007
Pyrobaculum oguniense Sako et al. 2001,99007
strain TE7,99007
Pyrobaculum oguniense JCM 10595,698757
Pyrobaculum oguniense strain TE7,698757
Pyrobaculum oguniense str. TE7,698757
Pyrobaculum oguniense TE7,698757
Pyrobaculum sp. M0H,278049
Pyrobaculum sp. M1T,278051
Pyrococcus abyssi,29292
CNCM I-1302,29292
"""Pyrococcus abyssi"" Erauso et al. 1993",29292
strain GE5,29292
strain Orsay,29292
Pyrococcus abyssi GE5,272844
Pyrococcus abyssi strain GE5,272844
Pyrococcus abyssi str. GE5,272844
Pyrococcus abyssi str. Orsay,272844
Pyrococcus furiosus,2261
ATCC 43587,2261
DSM 3638,2261
JCM 8422,2261
Pyrococcus furiosus Fiala and Stetter 1986,2261
strain Vc 1,2261
Pyrococcus furiosus COM1,1185654
Pyrococcus furiosus strain COM1,1185654
Pyrococcus furiosus str. COM1,1185654
Pyrococcus furiosus DSM 3638,186497
Pyrococcus furiosus strain DSM 3638,186497
Pyrococcus furiosus str. DSM 3638,186497
Pyrococcus glycovorans,74610
CNCM I-2120,74610
Pyrococcus glycovorans Barbier et al. 1999,74610
Pyrococcus sp. AL585,74610
strain AL585,74610
Pyrococcus horikoshii,53953
ATCC 700860,53953
DSM 12428,53953
JCM 9974,53953
NBRC 100139,53953
Pyrococcus horikoshii Gonzlez et al. 1999,53953
'Pyrococcus shinkaii',53953
Pyrococcus shinkaii,53953
strain JA-1,53953
strain OT3,53953
Pyrococcus horikoshii OT-3,70601
Pyrococcus horikoshii OT3,70601
Pyrococcus horikoshii str. OT3,70601
Pyrococcus shinkaii OT3,70601
Pyrococcus sp. OT3,70601
Pyrococcus sp.,69015
Pyrococcus sp. ST700,69015
Pyrococcus sp. (strain ST700),69015
Pyrococcus sp. GI-H,83521
Pyrococcus sp. JT1,165215
Pyrococcus sp. V211,326899
Pyrococcus sp. V212,326900
Pyrococcus sp. V222,326902
Pyrococcus sp. V231,326903
Pyrococcus sp. V232,326904
Pyrococcus sp. VB93,326896
Pyrococcus woesei,2262
ATCC 49860,2262
DSM 3773,2262
JCM 8421,2262
"""Pyrococcus furiosus subsp. woesei"" Kanoksilapatham et al. 2004",2262
Pyrococcus furiosus subsp. woesei,2262
Pyrococcus woesei Zillig et al. 1988,2262
Pyrodictium occultum,2309
DSM 2709,2309
JCM 9393,2309
NBRC 100438,2309
Pyrodictium occultum Stetter et al. 1984,2309
strain PL-19,2309
Staphylothermus marinus,2280
ATCC 43588,2280
DSM 3639,2280
JCM 9404,2280
Staphylothermus marinus Stetter and Fiala 1986,2280
strain F1,2280
Staphylothermus marinus ATCC 43588,399550
Staphylothermus marinus DSM 3639,399550
Staphylothermus marinus F1,399550
Staphylothermus marinus JCM 9404,399550
Staphylothermus marinus strain F1,399550
Staphylothermus marinus str. F1,399550
Stygiolobus azoricus,41675
DSM 6296,41675
JCM 9021,41675
strain FC6,41675
Stygiolobus azoricus Segerer et al. 1991,41675
Stygiolobus azoricus DSM 6296,1313299
Sulfolobus acidocaldarius,2285
ATCC 33909,2285
DSM 639,2285
IFO 15157,2285
JCM 8929,2285
NBRC 15157,2285
Sulfolobus acidocaldarius Brock et al. 1972,2285
Sulfolobus acidocaldarius SUSAZ,1435377
Sulfolobus acidocaldarius DSM 639,330779
Sulfolobus acidocaldarius ATCC 33909,330779
Sulfolobus acidocaldarius NCIB 11770,330779
Sulfolobus islandicus,43080
"""Sulfolobus islandicus"" Zillig et al. 1994",43080
Sulfolobus islandicus LAL14/1,1241935
Sulfolobus metallicus,47303
DSM 6482,47303
IFO 15436,47303
JCM 9184,47303
NBRC 15436,47303
strain Kra 23,47303
Sulfolobus metallicus Huber and Stetter 1992,47303
Sulfuracidifex metallicus (Huber and Stetter 1992) Itoh et al.,47303
Sulfuracidifex metallicus,47303
Sulfolobus metallicus DSM 6482,523847
Sulfolobus metallicus DSM 6482 = JCM 9184,523847
Sulfolobus metallicus JCM 9184 = DSM 6482,523847
Sulfolobus metallicus JCM 9184,523847
Sulfuracidifex metallicus DSM 6482 = JCM 9184,523847
Sulfolobus neozealandicus,299422
"""Sulfolobus neozealandicus"" Arnold et al. 2000",299422
Sulfolobus shibatae,2286
ATCC 51178,2286
DSM 5389,2286
IFO 15437,2286
JCM 8931,2286
NBRC 15437,2286
Saccharolobus shibatae (Grogan et al. 1991) Sakai and Kurosawa 2018,2286
Saccharolobus shibatae,2286
strain B12,2286
Sulfolobus shibatae Grogan et al. 1991,2286
Saccharolobus shibatae B12,523848
Sulfolobus shibatae ATCC 35091,523848
Sulfolobus shibatae B12,523848
Sulfolobus shibatae DSM 5389,523848
Sulfolobus shibatae JCM 8931,523848
Sulfolobus solfataricus,2287
ATCC 35091,2287
DSM 1616,2287
IFO 15331,2287
JCM 8930,2287
NBRC 15331,2287
Saccharolobus solfataricus,2287
Saccharolobus solfataricus (Zillig et al. 1980) Sakai and Kurosawa 2018,2287
strain P1,2287
Sulfolobus solfataricus Zillig et al. 1980,2287
Saccharolobus solfataricus 98/2,555311
Sulfolobus solfataricus 98/2,555311
Sulfolobus solfataricus P2,273057
Saccharolobus solfataricus P2,273057
Sulfolobus sp. G81,388347
Sulfolobus sp. K00 8-41,303358
Sulfolobus sp. L00 11,303364
Sulfolobus sp. L00 24,303362
Sulfolobus sp. M02,388345
Sulfolobus sp. NO82,388346
Sulfolobus sp. NOB8H2,84600
Sulfolobus sp. Sko-3,388343
Sulfolobus sp. Ta,388344
Sulfolobus sp. Tu A,388341
Sulfolobus sp. Tu B-1,388342
Sulfolobus sp. Y00 58-82,303360
Sulfolobus sp. Y01 90#-18,303359
Sulfolobus sp. Y99 9-16,303361
Sulfolobus sp. Y99 9-23,303363
Sulfolobus tengchongensis,207809
strain RT8-4,207809
Sulfolobus sp. RT8-4,207809
"""Sulfolobus tengchongensis"" Xiang et al. 2003",207809
Sulfolobus tokodaii,111955
DSM 16993,111955
JCM 10545,111955
NBRC 100140,111955
Sulfolobus tokodaii Suzuki et al. 2002,111955
Sulfurisphaera tokodaii,111955
Sulfurisphaera tokodaii (Suzuki et al. 2002) Tsuboi et al. 2018,111955
Sulfolobus sp. 7,273063
Sulfolobus sp. (strain 7),273063
Sulfolobus tokodaii str. 7,273063
Sulfurisphaera tokodaii str. 7,273063
Sulfurisphaera tokodaii strain 7,273063
Sulfophobococcus zilligii,53426
DSM 11193,53426
JCM 10309,53426
Sulfophobococcus zilligii Hensel et al. 1997,53426
Sulfurisphaera ohwakuensis,69656
DSM 12421,69656
IFO 15161,69656
JCM 9065,69656
NBRC 15161,69656
strain TA-1,69656
Sulfurisphaera ohwakuensis Kurosawa et al. 1998,69656
Thermococcus aggregans,110163
DSM 10597,110163
DSM 12819,110163
JCM 10137,110163
strain TY,110163
Thermococcus aggregans Canganella et al. 1998,110163
Thermococcus sp. (strain TY),110163
Thermococcus sp. TY,110163
Thermococcus fumicolans,46540
CIP 104690,46540
DSM 12820,46540
JCM 10128,46540
strain ST557,46540
Thermococcus fumicolans Godfroy et al. 1996,46540
Thermococcus hydrothermalis,46539
CNCMI 1319,46539
strain AL662,46539
Thermococcus hydrothermalis Godfroy et al. 1997,46539
Thermococcus kodakarensis,311400
ATCC BAA-918,311400
culture-collection:ATCC:BAA:918,311400
JCM 12380,311400
Pyrococcus kodadaraensis (sic),311400
Pyrococcus kodakaraensis,311400
strain KOD1,311400
"""Thermococcus kodakaraensis"" Atomi et al. 2004",311400
Thermococcus kodakaraensis,311400
Thermococcus kodakarensis corrig. Atomi et al. 2005,311400
Pyrococcus sp. KOD1,69014
Pyrococcus sp. (strain KOD1),69014
Thermococcus kodakaraensis KOD1,69014
Thermococcus kodakarensis KOD1,69014
Thermococcus kodakarensis strain KOD1,69014
Thermococcus kodakarensis str. KOD1,69014
Thermococcus litoralis,2265
ATCC 51850,2265
'Caldococcus litoralis' Z-1301,2265
Caldococcus litoralis Z-1301,2265
DSM 5473,2265
JCM 8560,2265
strain NS-C,2265
Thermococcus litoralis Neuner et al. 2001,2265
Thermococcus litoralis ATCC 51850,523849
Thermococcus litoralis DSM 5473,523849
Thermococcus litoralis JCM 8560,523849
Thermococcus litoralis NS-C,523849
Thermococcus litoralis strain DSM 5473,523849
Thermococcus litoralis str. DSM 5473,523849
Thermococcus onnurineus,342948
JCM 13517,342948
KCTC 10859,342948
strain NA1,342948
"""Thermococcus onnurineus"" Bae et al. 2006",342948
Thermococcus sp. NA1,342948
Thermococcus onnurineus NA1,523850
Thermococcus onnurineus strain NA1,523850
Thermococcus onnurineus str. NA1,523850
Thermococcus peptonophilus,53952
ATCC 700098,53952
CIP 104782,53952
DSM 10343,53952
JCM 9653,53952
strain OG-1,53952
Thermococcus peptonophilus Gonzlez et al. 1996,53952
Thermococcus peptonophilus ATCC 700098,523851
Thermococcus peptonophilus CIP 104782,523851
Thermococcus peptonophilus DSM 10343,523851
Thermococcus peptonophilus JCM 9653 = OG-1,523851
Thermococcus peptonophilus JCM 9653,523851
Thermococcus peptonophilus OG-1 = JCM 9653,523851
Thermococcus peptonophilus OG-1,523851
Thermococcus peptonophilus strain JCM 9653,523851
Thermococcus peptonophilus str. JCM 9653,523851
Thermococcus profundus,49899
ATCC 51592,49899
CIP 105121,49899
DSM 9503,49899
JCM 9378,49899
strain DT 5432,49899
strain DT5432,49899
Thermococcus profundus Kobayashi et al. 1995,49899
Thermus profundus (sic) Kobayashi et al. 1995,49899
Thermus profundus,49899
Thermococcus sp.,269443
Thermococcus sp. KI,269443
Thermococcus sp. (strain KI),269443
Thermococcus sp. 'AEPII 1a',195101
Thermococcus sp. B1001,91619
Thermococcus sp. GE8,105583
Thermococcus sp. GT,370106
Thermococcus sp. GU5L5,195100
Thermococcus sp. KS-8,79680
Thermococcus sp. (strain KS-8),79680
Thermococcus sp. OGL-20P,277988
ATCC BAA-394,277988
culture-collection:ATCC:BAA:394,277988
DSM 14981,277988
JCM 12859,277988
strain OGL-20P,277988
Thermococcus thioreducens Pikuta et al. 2007,277988
Thermococcus thioreducens,277988
Thermococcus sp. Rt3,65421
Thermococcus sp. TK1,135191
Thermococcus waiotapuensis,90909
DSM 12768,90909
JCM 10985,90909
strain WT1,90909
Thermococcus waiotapuensis Gonzlez et al. 2001,90909
Thermococcus zilligii,54076
ATCC 700529,54076
DSM 2770,54076
JCM 10554,54076
strain AN1,54076
Thermococcus zilligii Ronimus et al. 1999,54076
Thermococcus sp. AN1,1151117
Thermococcus zilligii AN1,1151117
Thermococcus zilligii DSM 2270,1151117
Thermococcus zilligii strain AN1,1151117
Thermococcus zilligii str. AN1,1151117
Thermofilum pendens Hrk 5,368408
Thermofilum pendens strain Hrk 5,368408
Thermofilum pendens str. Hrk 5,368408
Thermoplasma acidophilum,2303
ATCC 25905,2303
DSM 1728,2303
IFO 15155,2303
JCM 9062,2303
NBRC 15155,2303
strain AMRC-C165,2303
"""Thermoplasma acidophila"" (sic) Darland et al. 1970",2303
Thermoplasma acidophila,2303
Thermoplasma acidophilum Darland et al. 1970,2303
Thermoplasma acidophilum DSM 1728,273075
Thermoplasma acidophilum strain DSM 1728,273075
Thermoplasma acidophilum str. DSM 1728,273075
Thermoplasma sp. S01,388348
Thermoplasma sp. S02,388349
Thermoplasma volcanium GSS1,273116
Thermoplasma volcanium strain GSS1,273116
Thermoplasma volcanium str. GSS1,273116
Thermoproteus neutrophilus,70771
DSM 2338,70771
JCM 9278,70771
NBRC 100436,70771
Pyrobaculum neutrophilum,70771
Pyrobaculum neutrophilum (Stetter and Zillig 1989) Chan et al. 2013,70771
strain V24Sta,70771
Thermoproteus neutrophilus Stetter and Zillig 1989,70771
Pyrobaculum neutrophilum JCM 9278,444157
Pyrobaculum neutrophilum strain V24Sta,444157
Pyrobaculum neutrophilum str. V24Sta,444157
Pyrobaculum neutrophilum V24Sta,444157
Thermoproteus neutrophilus V24Sta,444157
Thermoproteus sp. IC-031,278048
Thermoproteus sp. IC-033,70772
Thermoproteus sp. IC-061,70773
Thermoproteus sp. IC-062,278052
Thermoproteus sp. IC-070,278053
Thermoproteus tenax,2271
ATCC 35583,2271
DSM 2078,2271
JCM 9277,2271
NBRC 100435,2271
strain Kra 1,2271
Thermoproteus tenax Zillig and Stetter 1982,2271
Thermoproteus tenax DSM 2078,768679
Thermoproteus tenax JCM 9277,768679
Thermoproteus tenax Kra 1,768679
Thermoproteus tenax strain Kra 1,768679
Thermoproteus tenax str. Kra 1,768679
Thermosphaera aggregans,54254
DSM 11486,54254
strain M11TL,54254
Thermosphaera aggregans Huber et al. 1998,54254
Thermosphaera aggregans DSM 11486,633148
Thermosphaera aggregans M11TL,633148
Thermosphaera aggregans strain DSM 11486,633148
Thermosphaera aggregans str. DSM 11486,633148
Vulcanisaeta distributa,164451
DSM 14429,164451
JCM 11212,164451
NBRC 100878,164451
strain IC-017,164451
Vulcanisaeta distributa Itoh et al. 2002,164451
Vulcanisaeta plures,164451
Vulcanisaeta distributa JCM 11215,1295124
